,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,revenue,n_income
0,000538.SZ,20201030,20201030,20200930,1,1,3.33,3.33,23931064092.31,4248727229.09
1,000538.SZ,20200829,20200829,20200630,1,1,1.92,1.92,15493464941.34,2453327205.9
2,000538.SZ,20200429,20200429,20200331,1,1,1.0,1.0,7743346885.1,1283367248.91
3,000538.SZ,20200327,20200327,20191231,1,1,3.28,3.28,29664673868.68,4173051971.9
4,000538.SZ,20191029,20191029,20190930,1,1,2.77,2.77,21646165512.75,3537401229.1
5,000538.SZ,20191029,20191029,20190930,1,1,2.77,2.77,21646165512.75,3537401229.1
6,000538.SZ,20190829,20190829,20190630,1,1,2.16,2.16,13897383377.71,2242421232.87
7,000538.SZ,20190829,20190829,20190630,1,1,2.16,2.16,13897383377.71,2242421232.87
8,000538.SZ,20190430,20190430,20190331,1,1,0.81,0.81,6973436529.38,844976581.24
9,000538.SZ,20190430,20190430,20190331,1,1,0.81,0.81,6973436529.38,844976581.24
10,000538.SZ,20190322,20190322,20181231,1,1,3.18,3.18,26708213487.75,3289746005.51
11,000538.SZ,20181027,20181027,20180930,1,1,2.62,2.62,19723663128.7,2722209251.51
12,000538.SZ,20180818,20180818,20180630,1,1,1.57,1.57,12973588155.4,1627069270.22
13,000538.SZ,20180428,20180428,20180331,1,1,0.77,0.77,6337444217.97,805888634.15
14,000538.SZ,20180412,20180412,20171231,1,1,3.02,3.02,24314614044.21,3132534170.45
15,000538.SZ,20171031,20171031,20170930,1,1,2.5,2.5,18007792023.0,2596495580.8
16,000538.SZ,20170824,20170824,20170630,1,1,1.5,1.5,11960320333.83,1555057860.07
17,000538.SZ,20170429,20170429,20170331,1,1,0.7,0.7,5908715879.97,717862788.19
18,000538.SZ,20170422,20170422,20161231,1,1,2.8,2.8,22410654404.31,2930889603.08
